 0.3909964	-7.6968319665e-03	2.0624566292e-03	5.1903568132e-02	9.0249393304e-02	1.4862816578e-02	7.5671815345e-02	2.0299400000e+05
 0.6641646	-2.3096847329e-02	1.7859401567e-02	-6.0538169326e-02	5.5753842347e-02	9.0205272594e-03	4.8559202289e-02	4.7172600000e+05
  1.128181	-7.6719935461e-03	1.1512273568e-02	-6.3564666226e-04	-3.1400078612e-02	5.4871076435e-03	3.2916907121e-02	1.1256100000e+06
  1.916381	-5.3324153390e-03	-2.4422335748e-03	-3.1764919467e-02	7.5034089688e-03	3.3562867928e-03	2.3131662997e-02	2.7784980000e+06
  3.255253	4.1093030300e-03	-7.7454239385e-03	2.0552269861e-02	-2.1621518890e-02	2.0407680593e-03	1.6647762302e-02	7.1304000000e+06
  5.529524	-9.1295614425e-04	1.7290123016e-03	7.0142338141e-03	-2.2108578291e-03	1.2601010105e-03	1.2641119978e-02	1.8060178000e+07
  9.392707	-1.9075131691e-04	-9.1848184417e-04	2.6500920926e-02	1.0078700194e-02	8.0354423425e-04	1.0335694933e-02	4.3426898000e+07
  15.95489	1.5982020303e-03	2.1375885235e-05	1.5795786835e-02	3.4751248178e-04	5.3789446450e-04	9.6702540676e-03	9.5622112000e+07
  27.10171	-3.6359496683e-04	-5.3449010175e-04	1.9039020976e-03	-6.4877071219e-03	3.9913501079e-04	1.0747400502e-02	1.7290089200e+08
  46.03623	-8.5992554800e-04	-5.7111989513e-04	4.6244852271e-02	-2.9849134106e-03	3.4911237724e-04	1.2985151471e-02	2.2578835400e+08
