 0.3909964	4.8905323304e-02	1.2103523656e-01	1.6374099356e-02	-8.7695853350e-02	4.9745339963e-03	2.3786967152e-02	1.1141880000e+06
 0.6641646	2.5300322680e-02	3.1525553576e-02	-7.8672056209e-03	-1.7290068157e-04	2.9441539861e-03	1.4080334376e-02	3.1807060000e+06
  1.128181	4.4686604848e-02	1.4777019708e-02	2.3015930949e-03	1.0685138351e-02	1.7486744283e-03	8.3684434000e-03	9.0155800000e+06
  1.916381	3.0831331200e-02	4.2672914846e-02	-1.2235145845e-02	-1.7961588098e-03	1.0445637421e-03	5.0126631699e-03	2.5265202000e+07
  3.255253	3.9517578901e-02	4.6286130601e-02	-3.4647119845e-03	-7.4871050269e-03	6.3089438609e-04	3.0629482658e-03	6.9258231000e+07
  5.529524	2.2177933588e-02	2.6150279129e-02	-2.9957030043e-03	1.5283611408e-02	3.8770924011e-04	1.9847064254e-03	1.8338108100e+08
  9.392707	-2.2775816068e-02	-1.3705718087e-02	1.2067318236e-02	2.5589804214e-02	2.4578051560e-04	1.4946911945e-03	4.5631232800e+08
  15.95489	-2.5881053248e-02	-2.3389521801e-02	-1.7085231933e-02	5.7081681804e-03	1.6410861036e-04	1.4856385949e-03	1.0235080100e+09
  27.10171	-2.2342636096e-02	-3.7573627508e-03	-1.4924901503e-02	-1.3437980793e-02	1.2096863597e-04	1.9952772669e-03	1.8836758850e+09
  46.03623	2.6514536541e-02	2.9584171608e-02	1.1587712852e-02	-7.5338996977e-03	1.0411181953e-04	2.8993623666e-03	2.5430266870e+09
