 0.3909964	-1.6417517471e-02	1.9692664969e-02	3.9889278676e-02	7.4229851316e-02	1.5914228291e-02	8.0506638603e-02	1.7795200000e+05
 0.6641646	-1.7127149947e-02	9.6576531974e-03	-7.0042388132e-02	6.1041362263e-02	9.6498832628e-03	5.1482149632e-02	4.1404200000e+05
  1.128181	-8.3823072925e-03	6.7002405435e-03	2.7671353397e-02	-1.1171119870e-02	5.8720755751e-03	3.4740690967e-02	9.8728600000e+05
  1.916381	-5.6002619302e-03	-2.6107549459e-03	-4.0609841446e-02	1.7971830654e-02	3.5872186785e-03	2.4288299570e-02	2.4423880000e+06
  3.255253	3.6108265550e-03	-8.3681398218e-03	1.1527114889e-02	-2.1569925520e-02	2.1815786651e-03	1.7387756951e-02	6.2648940000e+06
  5.529524	-2.5984119857e-03	1.4643307544e-03	2.3585475131e-03	-6.3344010105e-03	1.3467877177e-03	1.3157988067e-02	1.5871734000e+07
  9.392707	-5.0609614249e-04	-1.2094636582e-03	2.4268383839e-02	4.5633061139e-03	8.5886948708e-04	1.0729059338e-02	3.8166982000e+07
  15.95489	1.4341345837e-03	-2.3562585742e-04	1.0994285059e-02	-7.3180837268e-03	5.7481530478e-04	1.0014292363e-02	8.4075974000e+07
  27.10171	-5.0258073910e-04	-6.8031660933e-04	-7.8762267440e-03	-1.5680108150e-04	4.2652557647e-04	1.1092419119e-02	1.5203902800e+08
  46.03623	-9.2481747601e-04	-4.8635157945e-04	4.5335530988e-02	-4.6051054007e-03	3.7284533445e-04	1.3384651471e-02	1.9879368000e+08
