 0.3909964	-3.8456584462e-03	2.9917126156e-02	5.9937330567e-02	6.8525368295e-02	1.2912262407e-02	6.6456885446e-02	2.7604800000e+05
 0.6641646	-2.1568439560e-02	8.0283797268e-03	-4.9725301376e-03	2.3501442042e-02	7.7874695271e-03	4.2748779422e-02	6.4431200000e+05
  1.128181	-3.2203556239e-03	4.6371680764e-03	-1.6936206025e-02	-6.1397273610e-02	4.7046947891e-03	2.9282335817e-02	1.5457660000e+06
  1.916381	-6.1115242986e-03	-3.1555870752e-04	-4.7885067367e-02	1.2281310418e-02	2.8740185101e-03	2.0915369198e-02	3.8084040000e+06
  3.255253	1.3948400446e-03	-3.1775738352e-03	2.4935119180e-02	-1.1862150982e-02	1.7501330577e-03	1.5239836102e-02	9.7191860000e+06
  5.529524	-1.3755512810e-03	2.1196978525e-03	3.0825816081e-03	8.7550976449e-03	1.0831114550e-03	1.1672572812e-02	2.4516312000e+07
  9.392707	1.0278389336e-04	-6.9724477398e-04	2.2617853916e-02	2.8450754403e-03	6.9145277234e-04	9.6848819495e-03	5.8787738000e+07
  15.95489	1.5761479752e-03	5.0407581110e-04	9.7318808442e-03	6.9197856981e-03	4.6495741933e-04	9.1163132167e-03	1.2825391400e+08
  27.10171	-5.3937783269e-04	-7.8494849577e-05	1.5986759860e-03	-8.4321507162e-03	3.4667948006e-04	1.0106487476e-02	2.2966124400e+08
  46.03623	-5.8040321360e-04	-9.0006756092e-05	4.7989921603e-02	5.1302298362e-03	3.0431805113e-04	1.2177769569e-02	2.9778993400e+08
